All	HP:0000001
Abnormality of the posterior segment of the eye	HP:0004329
Abnormality of the posterior segment of the eyeball	HP:0004329
Abnormality of the posterior segment of the globe	HP:0004329
Increased skull ossification	HP:0004330
Sclerosis of bones of skull	HP:0004330
Hyperostosis of skull	HP:0004330
Hyperossification of skull	HP:0004330
Increased calcification of skull	HP:0004330
Sclerosis of skull	HP:0004330
Increased Mineralization of skull	HP:0004330
Decreased skull ossification	HP:0004331
Poorly ossified skull bones	HP:0004331
Deficient skull ossification	HP:0004331
Ossification defect of skull	HP:0004331
Decreased calcification of skull	HP:0004331
Hypoossification of skull	HP:0004331
Decreased mineralization of skull	HP:0004331
Poorly mineralized skull	HP:0004331
Poorly ossified skull	HP:0004331
Abnormal lymphocyte morphology	HP:0004332
Abnormality of cells of the lymphoid lineage	HP:0004332
Abnormal lymphocytes	HP:0004332
Bone-marrow foam cells	HP:0004333
Bone marrow foam cells	HP:0004333
Large vacuolated foam cells on bone marrow biopsy	HP:0004333
Large vacuolated foam cells ('NP cells') on bone marrow biopsy	HP:0004333
Dermal atrophy	HP:0004334
Skin degeneration	HP:0004334
Skin atrophy	HP:0004334
Atrophic skin	HP:0004334
Myelin outfoldings	HP:0004336
Excessive focal folding of myelin sheaths	HP:0004336
Irregular myelin foldings	HP:0004336
Abnormality of amino acid metabolism	HP:0004337
Amino acid levels abnormal	HP:0004337
Abnormality of aromatic amino acid family metabolism	HP:0004338
Abnormality of sulfur amino acid metabolism	HP:0004339
Abnormality of sulfur-containing amino acids	HP:0004339
Abnormality of vitamin B metabolism	HP:0004340
Abnormality of B-vitamin metabolism	HP:0004340
Abnormality of vitamin B12 metabolism	HP:0004341
Abnormality of the vitamin B12 metabolism	HP:0004341
Abnormality of galactoside metabolism	HP:0004342
Abnormality of glycosphingolipid metabolism	HP:0004343
Abnormality of cerebrosidase metabolism	HP:0004344
Abnormality of ganglioside metabolism	HP:0004345
Weakness of muscles of respiration	HP:0004347
Abnormality of bone mineral density	HP:0004348
Abnormality of bone mineralisation and ossification	HP:0004348
Reduced bone mineral density	HP:0004349
Decreased bone mineral density Z score	HP:0004349
Decreased bone mineral density	HP:0004349
Abnormality of purine metabolism	HP:0004352
Abnormality of pyrimidine metabolism	HP:0004353
Abnormality of carboxylic acid metabolism	HP:0004354
Abnormality of proteoglycan metabolism	HP:0004355
Abnormality of lysosomal metabolism	HP:0004356
Abnormality of leucine metabolism	HP:0004357
Abnormality of superoxide metabolism	HP:0004358
Abnormality of fatty-acid metabolism	HP:0004359
Fatty acids abnormal	HP:0004359
Abnormality of fatty acid metabolism	HP:0004359
Abnormality of acid-base homeostasis	HP:0004360
Acid base imbalance	HP:0004360
Abnormality of circulating leptin level	HP:0004361
Abnormality of enteric ganglion morphology	HP:0004362
Abnormality of the enteric ganglia	HP:0004362
Abnormality of calcium homeostasis	HP:0004363
Abnormality of nitrogen compound homeostasis	HP:0004364
Abnormality of tryptophan metabolism	HP:0004365
Abnormality of glycolysis	HP:0004366
Abnormality of glycoprotein metabolism	HP:0004367
Increased purine levels	HP:0004368
Increased purine levels	HP:0004368
Decreased purine levels	HP:0004369
Decreased purine levels	HP:0004369
Abnormality of temperature regulation	HP:0004370
Abnormality of temperature regulation	HP:0004370
Poor temperature regulation	HP:0004370
Body temperature changes	HP:0004370
Abnormality of glycosaminoglycan metabolism	HP:0004371
Reduced consciousness/confusion	HP:0004372
Reduced consciousness/confusion	HP:0004372
Lowered consciousness	HP:0004372
Disturbances of consciousness	HP:0004372
Focal dystonia	HP:0004373
Hemiplegia/hemiparesis	HP:0004374
Neoplasm of the nervous system	HP:0004375
Tumor of the nervous system	HP:0004375
Neoplasia of the nervous system	HP:0004375
Nervous system cancer	HP:0004375
Neuroblastic tumors	HP:0004376
Hematological neoplasm	HP:0004377
Blood tumor	HP:0004377
Abnormality of the anus	HP:0004378
Abnormality of the anus	HP:0004378
Abnormality of alkaline phosphatase activity	HP:0004379
Alkaline phosphytase abnormal	HP:0004379
Aortic valve calcification	HP:0004380
Supravalvular aortic stenosis	HP:0004381
Mitral valve calcification	HP:0004382
Hypoplastic left heart	HP:0004383
Underdeveloped left heart	HP:0004383
Type I truncus arteriosus	HP:0004384
Persistent truncus arteriosus type I	HP:0004384
Type 1 truncus arteriosus	HP:0004384
Protracted diarrhea	HP:0004385
Gastrointestinal inflammation	HP:0004386
Gastrointestinal inflammation	HP:0004386
Enterocolitis	HP:0004387
Microcolon	HP:0004388
Microcolon on contrast enema	HP:0004388
Intestinal pseudo-obstruction	HP:0004389
Intestinal pseudoobstruction	HP:0004389
Hamartomatous polyposis	HP:0004390
Gastrointestinal hamartomatous polyps	HP:0004390
Gastrointestinal hamartoma	HP:0004390
Hamartomatous polyps	HP:0004390
Prune belly	HP:0004392
Prune belly	HP:0004392
Multiple gastric polyps	HP:0004394
Malnutrition	HP:0004395
Malnutrition	HP:0004395
Poor appetite	HP:0004396
Decreased appetite	HP:0004396
Poor appetite	HP:0004396
No appetite	HP:0004396
Ectopic anus	HP:0004397
Abnormal anus position	HP:0004397
Anus malposition	HP:0004397
Peptic ulcer	HP:0004398
Congenital pyloric atresia	HP:0004399
Abnormality of the pylorus	HP:0004400
Meconium ileus	HP:0004401
Distal intestinal obstruction syndrome	HP:0004401
Meconium ileus on ultrasonography	HP:0004401
Meconium ileus in neonates	HP:0004401
Proximal esophageal atresia	HP:0004403
Abnormal nipple morphology	HP:0004404
Abnormality of the nipple	HP:0004404
Prominent nipples	HP:0004405
Prominent nipples	HP:0004405
Spontaneous, recurrent epistaxis	HP:0004406
Recurrent epistaxes	HP:0004406
Spontaneous, recurrent nosebleed	HP:0004406
Recurring nosebleed	HP:0004406
Recurrent epistaxis	HP:0004406
Bony paranasal bossing	HP:0004407
Abnormality of the sense of smell	HP:0004408
Abnormal sense of smell	HP:0004408
Abnormality of olfaction	HP:0004408
Abnormality of the sense of smell	HP:0004408
Smell defect	HP:0004408
Hyposmia	HP:0004409
Decreased smell sensation	HP:0004409
Sense of smell impaired	HP:0004409
Deviated nasal septum	HP:0004411
Crooked septum of nose	HP:0004411
Deviated septum of nose	HP:0004411
Crooked nasal septum	HP:0004411
Deviated nasal septum	HP:0004411
Abnormality of the pulmonary artery	HP:0004414
Abnormality of lung artery	HP:0004414
Pulmonary artery stenosis	HP:0004415
Narrowing of lung artery	HP:0004415
Precocious atherosclerosis	HP:0004416
Premature atherosclerosis	HP:0004416
Premature plaque build-up in arteries	HP:0004416
Intermittent claudication	HP:0004417
Thrombophlebitis	HP:0004418
Recurrent thrombophlebitis	HP:0004419
Recurrent phlebitis	HP:0004419
Recurrent thrombosis	HP:0004419
Arterial thrombosis	HP:0004420
Blood clot in artery	HP:0004420
Elevated systolic blood pressure	HP:0004421
Biparietal narrowing	HP:0004422
Decreased width of the skull	HP:0004422
Cranium bifidum occultum	HP:0004423
Flat forehead	HP:0004425
Frontal flattening	HP:0004425
Flat forehead	HP:0004425
Flattened forehead	HP:0004425
Abnormality of the cheek	HP:0004426
Anomaly of the cheeks	HP:0004426
Deformity of the cheeks	HP:0004426
Malformation of the cheeks	HP:0004426
Abnormality of the cheek	HP:0004426
Abnormality of the cheeks	HP:0004426
Elfin facies	HP:0004428
Elf-like facial features	HP:0004428
Leprechaun facies	HP:0004428
Elf-like facial appearance	HP:0004428
Recurrent viral infections	HP:0004429
Severe combined immunodeficiency	HP:0004430
Immunodeficiency, severe combined	HP:0004430
Complement deficiency	HP:0004431
Agammaglobulinemia	HP:0004432
Agammaglobulinaemia	HP:0004432
Secretory IgA deficiency	HP:0004433
C8 deficiency	HP:0004434
Cranial hyperostosis	HP:0004437
Enlargement of skull bones	HP:0004437
Increased ossification of cranial bones	HP:0004437
Excessive growth of skull bones	HP:0004437
Overgrowth of skull bones	HP:0004437
Hypertrophy of cranial bones	HP:0004437
Hyperostosis of cranial vault	HP:0004437
Hyperostosis of cranial bones	HP:0004437
Thick skull bones	HP:0004437
Hyperostosis frontalis interna	HP:0004438
Thick inner surface of the frontal bone	HP:0004438
Thick internal surface of the frontal bone	HP:0004438
Increased ossification of the internal surface of the frontal bone	HP:0004438
Excessive growth of inner surface of the frontal bone	HP:0004438
Enlargement of the inner surface of the frontal bone	HP:0004438
Hypertrophy of the internal surface of the frontal bone	HP:0004438
Overgrowth of the inside of the frontal bone	HP:0004438
Hyperostosis of the internal surface of the frontal bone	HP:0004438
Overgrowth of the inner surface of the frontal bone	HP:0004438
Craniofacial dysostosis	HP:0004439
Crouzon syndrome	HP:0004439
Coronal craniosynostosis	HP:0004440
Coronal suture craniosynostosis	HP:0004440
Coronal suture synostosis	HP:0004440
Craniosynostosis of coronal suture	HP:0004440
Sagittal craniosynostosis	HP:0004442
Craniosynostosis, sagittal suture	HP:0004442
Sagittal suture synostosis	HP:0004442
Craniosynostosis, sagittal	HP:0004442
Lambdoidal craniosynostosis	HP:0004443
Lambdoid suture craniosynostosis	HP:0004443
Lambdoid suture synostosis	HP:0004443
Spherocytosis	HP:0004444
Elliptocytosis	HP:0004445
Ovalocytosis	HP:0004445
Hereditary elliptocytosis	HP:0004445
Stomatocytosis	HP:0004446
Red cell stomatocytosis	HP:0004446
erythrocyte stomatocytes	HP:0004446
Poikilocytosis	HP:0004447
Fulminant hepatic failure	HP:0004448
Preauricular skin furrow	HP:0004450
Preauricular skin sulcus	HP:0004450
Preauricular skin groove	HP:0004450
Skin groove behind the ear	HP:0004450
Preauricular skin furrows	HP:0004450
Skin sulcus behind the ear	HP:0004450
Postauricular skin tag	HP:0004451
Skin tag behind the ear	HP:0004451
Postauricular fibroepithelial polyp	HP:0004451
Postauricular acrochordon	HP:0004451
Abnormality of the middle ear ossicles	HP:0004452
Malformed ossicles	HP:0004452
Ossicular malformation	HP:0004452
Overfolding of the superior helices	HP:0004453
Overfolding of superior helix	HP:0004453
Reduced anterior-posterior diameter of vertebral bodies	HP:0004453
Abnormal middle ear reflexes	HP:0004454
Dilatated internal auditory canal	HP:0004458
Bulbous internal auditory canal	HP:0004458
Enlarged internal auditory canal	HP:0004458
Exostosis of the external auditory canal	HP:0004459
External auditory canal exostoses	HP:0004459
Congenital earlobe sinuses	HP:0004461
Posterior wedging	HP:0004461
Absent brainstem auditory responses	HP:0004463
No auditory brainstem response	HP:0004463
Postauricular pit	HP:0004464
Posterior auricular pit	HP:0004464
Pit behind the ear	HP:0004464
Posterior auricular sinus	HP:0004464
Postauricular fistula	HP:0004464
Postauricular earpits	HP:0004464
Prolonged brainstem auditory evoked potentials	HP:0004466
Preauricular pit	HP:0004467
Preauricular fistulas	HP:0004467
Preauricular pits	HP:0004467
Pit in front of the ear	HP:0004467
Preauricular sinus	HP:0004467
Preauricular earpits	HP:0004467
Anomalous tracheal cartilage	HP:0004468
Abnormal tracheal cartilaginous ring	HP:0004468
Chronic bronchitis	HP:0004469
Atretic occipital cephalocele	HP:0004470
Aplasia cutis congenita over the scalp vertex	HP:0004471
Aplasia cutis congenita of vertex	HP:0004471
Absent cutis congenita of vertex	HP:0004471
Mandibular hyperostosis	HP:0004472
Excessive growth of mandibular bone	HP:0004472
Increased ossification of mandible	HP:0004472
Thick mandibular bone	HP:0004472
Increased ossification of lower jaw	HP:0004472
Overgrowth of mandibular bone	HP:0004472
Hyperostosis of mandibular bone	HP:0004472
Hyperostosis of lower jaw	HP:0004472
Increased ossification of mandibular bone	HP:0004472
Thick lower jaw bone	HP:0004472
Persistent open anterior fontanelle	HP:0004474
Front fontanelle stays open	HP:0004474
Anterior fontanelle open in adults	HP:0004474
Persistent, open anterior fontanel	HP:0004474
Aplasia cutis congenita over parietal area	HP:0004476
Absent cutis congenita over parietal area	HP:0004476
Ethmoidal encephalocele	HP:0004478
Progressive macrocephaly	HP:0004481
Progressively abnormally enlarging cranium	HP:0004481
Macrocephaly, progressive	HP:0004481
Progressively abnormally enlarging skull	HP:0004481
Relative macrocephaly	HP:0004482
Macrocephaly, relative	HP:0004482
Disproportionately large head	HP:0004482
Relatively large head	HP:0004482
Craniofacial asymmetry	HP:0004484
Malformation of craniofacial shape	HP:0004484
Abnormality of craniofacial shape	HP:0004484
Uneven craniofacial structures	HP:0004484
Cessation of head growth	HP:0004485
Skull stopped growing	HP:0004485
Cranium stopped growing	HP:0004485
Head stopped growing	HP:0004485
Acrobrachycephaly	HP:0004487
Macrocephaly at birth	HP:0004488
Big head present since birth	HP:0004488
Large head present since birth	HP:0004488
Big head present at birth	HP:0004488
Large skull present since birth	HP:0004488
Big cranium present at birth	HP:0004488
Large skull present at birth	HP:0004488
Large cranium present at birth	HP:0004488
Big skull present at birth	HP:0004488
Congenital large skull	HP:0004488
Large head present at birth	HP:0004488
Congenital large cranium	HP:0004488
Head circumference large for gestational age	HP:0004488
Large cranium present since birth	HP:0004488
Congenital large head	HP:0004488
Big skull present since birth	HP:0004488
Big cranium present since birth	HP:0004488
Congenital macrocephaly	HP:0004488
Calvarial hyperostosis	HP:0004490
Overgrowth of calvarial bones	HP:0004490
Overgrowth of skullcap	HP:0004490
Enlargement of calvarial bones	HP:0004490
Hyperostosis of calvarial bones	HP:0004490
Increased ossification of calvarial bones	HP:0004490
Excessive growth of calvarial bones	HP:0004490
Hypertrophy of calvarial bones	HP:0004490
Thick calvarial bones	HP:0004490
Large posterior fontanelle	HP:0004491
Large posterior fontanel	HP:0004491
Widely patent fontanelles and sutures	HP:0004492
Widely patent fontanels and sutures	HP:0004492
Craniofacial hyperostosis	HP:0004493
Excessive growth of craniofacial bones	HP:0004493
Increased ossification of craniofacial bones	HP:0004493
Overgrowth of craniofacial bones	HP:0004493
Hyperostosis of craniofacial bones	HP:0004493
Hypertrophy of craniofacial bones	HP:0004493
Enlargement of craniofacial bones	HP:0004493
Thick craniofacial bones	HP:0004493
Thin anteverted nares	HP:0004495
Posterior choanal atresia	HP:0004496
Chronic rhinitis due to narrow nasal airway	HP:0004499
Chronic nasal inflammation due to narrow nasal airway	HP:0004499
Bilateral choanal atresia	HP:0004502
Bilateral blockage of the rear opening of the nasal cavity	HP:0004502
Bilateral obstruction of the rear opening of the nasal cavity	HP:0004502
Pancreatic islet-cell hyperplasia	HP:0004510
Hyperplastic islets of langerhans	HP:0004510
Hypertrophic pancreatic islets	HP:0004510
Islets of langerhans hypertrophy	HP:0004510
Pancreatic islet-cell hypertrophy	HP:0004510
Islet of Langerhans hyperplasia	HP:0004510
Long eyebrows	HP:0004523
Long eyebrows	HP:0004523
Increased transverse length of eyebrow	HP:0004523
Elongated eyebrow	HP:0004523
Increased horizontal length of eyebrow	HP:0004523
Temporal hypotrichosis	HP:0004524
Reduced hair growth in temporal region	HP:0004524
Large clumps of pigment irregularly distributed along hair shaft	HP:0004527
Large clumps of pigment irregularly distributed along hair shaft	HP:0004527
Generalized hypotrichosis	HP:0004528
Hypotrichosis, generalized	HP:0004528
